Pseudo-terminal will not be allocated because stdin is not a terminal.
Allocated port 4 for remote forward to localhost:8000
You are not authenticated.
Your tunnel will expire in 60 minutes. Upgrade to Pinggy Pro to get unrestricted tunnels. https://dashboard.pinggy.io
http://qwhgx-100-27-6-217.run.pinggy-free.link
https://qwhgx-100-27-6-217.run.pinggy-free.link

RB: 0, SB: 0, TC: 0, AC: 0               
RB: 988, SB: 0, TC: 1, AC: 1               
RB: 988, SB: 0, TC: 1, AC: 1               
RB: 988, SB: 77478, TC: 1, AC: 1               
RB: 988, SB: 77478, TC: 1, AC: 1               
RB: 988, SB: 77478, TC: 1, AC: 1               
RB: 988, SB: 77478, TC: 1, AC: 1               
RB: 15586, SB: 106915, TC: 9, AC: 1               
RB: 15586, SB: 108410, TC: 7, AC: 1               
RB: 15586, SB: 108410, TC: 7, AC: 0               
RB: 15586, SB: 108410, TC: 7, AC: 0               
RB: 16600, SB: 108410, TC: 8, AC: 1               
RB: 16600, SB: 108410, TC: 8, AC: 1               
RB: 16600, SB: 185888, TC: 8, AC: 1               
RB: 16600, SB: 185888, TC: 8, AC: 1               
RB: 16600, SB: 185888, TC: 8, AC: 1               
RB: 17410, SB: 185888, TC: 9, AC: 2               
RB: 17410, SB: 185888, TC: 9, AC: 2               
RB: 17410, SB: 185888, TC: 9, AC: 2               
RB: 18217, SB: 194383, TC: 9, AC: 2               
RB: 18217, SB: 194383, TC: 9, AC: 2               
RB: 18217, SB: 194383, TC: 9, AC: 2               
RB: 18217, SB: 194383, TC: 9, AC: 2               
RB: 18217, SB: 194383, TC: 9, AC: 2               
RB: 19868, SB: 196422, TC: 9, AC: 2               
RB: 19868, SB: 196422, TC: 9, AC: 0               
RB: 19868, SB: 196422, TC: 9, AC: 4294967295               
RB: 19868, SB: 196422, TC: 10, AC: 0               
RB: 19868, SB: 196422, TC: 10, AC: 4294967295               
RB: 19868, SB: 196422, TC: 11, AC: 0               
RB: 19868, SB: 196422, TC: 11, AC: 0               
RB: 19868, SB: 196422, TC: 11, AC: 0               
RB: 19868, SB: 196422, TC: 11, AC: 4294967295               
RB: 19868, SB: 196422, TC: 12, AC: 0               
RB: 19868, SB: 196422, TC: 12, AC: 0               
RB: 20856, SB: 196422, TC: 10, AC: 1               
RB: 20856, SB: 196422, TC: 10, AC: 1               
RB: 20856, SB: 196927, TC: 10, AC: 1               
RB: 20856, SB: 196927, TC: 10, AC: 0               
RB: 20856, SB: 196927, TC: 10, AC: 0               
RB: 20856, SB: 196927, TC: 10, AC: 4294967295               
RB: 20856, SB: 196927, TC: 11, AC: 0               
RB: 20856, SB: 196927, TC: 11, AC: 0               
RB: 20856, SB: 196927, TC: 11, AC: 1               
RB: 20856, SB: 196927, TC: 11, AC: 1               
RB: 21666, SB: 205269, TC: 11, AC: 1               
RB: 21666, SB: 205269, TC: 11, AC: 1               
RB: 21666, SB: 205269, TC: 11, AC: 0               
RB: 21666, SB: 205269, TC: 12, AC: 1               
RB: 21666, SB: 205269, TC: 11, AC: 0               
RB: 21666, SB: 205269, TC: 11, AC: 0               
RB: 21666, SB: 205269, TC: 11, AC: 0               
RB: 22546, SB: 206860, TC: 12, AC: 1               
RB: 22546, SB: 206860, TC: 12, AC: 1               
RB: 23353, SB: 206860, TC: 12, AC: 1               
RB: 23353, SB: 206860, TC: 12, AC: 1               
RB: 23353, SB: 206860, TC: 12, AC: 1               
RB: 23353, SB: 207124, TC: 13, AC: 2               
RB: 23353, SB: 207124, TC: 13, AC: 2               
RB: 24160, SB: 207388, TC: 13, AC: 2               
RB: 24160, SB: 207388, TC: 13, AC: 1               
RB: 24160, SB: 207388, TC: 13, AC: 0               
RB: 24160, SB: 207388, TC: 13, AC: 0               
RB: 24160, SB: 207388, TC: 13, AC: 4294967295               
RB: 24160, SB: 207388, TC: 14, AC: 0               
RB: 24160, SB: 207388, TC: 14, AC: 4294967295               
RB: 24160, SB: 207388, TC: 15, AC: 0               
RB: 24160, SB: 207388, TC: 15, AC: 0               
RB: 24160, SB: 207388, TC: 15, AC: 0               
RB: 24160, SB: 207388, TC: 15, AC: 0               
RB: 24160, SB: 207388, TC: 15, AC: 0               
RB: 25900, SB: 207652, TC: 15, AC: 2               
RB: 25900, SB: 207652, TC: 15, AC: 2               
RB: 25900, SB: 207652, TC: 15, AC: 2               
RB: 25900, SB: 207652, TC: 15, AC: 2               
RB: 26707, SB: 308789, TC: 15, AC: 2               
RB: 26707, SB: 308789, TC: 15, AC: 2               
RB: 26707, SB: 308789, TC: 15, AC: 2               
RB: 26707, SB: 308789, TC: 15, AC: 2               
RB: 26707, SB: 308789, TC: 15, AC: 2               
RB: 26707, SB: 308789, TC: 15, AC: 2               
RB: 28444, SB: 371134, TC: 16, AC: 3               
RB: 28444, SB: 371134, TC: 16, AC: 3               
RB: 29251, SB: 371398, TC: 16, AC: 3               
RB: 29251, SB: 371398, TC: 16, AC: 3               
RB: 29251, SB: 371398, TC: 16, AC: 3               
RB: 29251, SB: 371398, TC: 16, AC: 3               
RB: 29251, SB: 371398, TC: 16, AC: 3               
RB: 30989, SB: 435197, TC: 16, AC: 3               
RB: 30989, SB: 435197, TC: 16, AC: 3               
RB: 30989, SB: 435197, TC: 16, AC: 3               
RB: 31796, SB: 435461, TC: 16, AC: 3               
RB: 31796, SB: 435461, TC: 16, AC: 3               
RB: 31796, SB: 435461, TC: 16, AC: 3               
RB: 32603, SB: 435725, TC: 16, AC: 3               
RB: 32603, SB: 435725, TC: 16, AC: 3               
RB: 32603, SB: 435725, TC: 16, AC: 3               
RB: 33410, SB: 435989, TC: 16, AC: 3               
RB: 33410, SB: 435989, TC: 16, AC: 3               
RB: 33410, SB: 435989, TC: 16, AC: 3               
RB: 34217, SB: 436253, TC: 16, AC: 3               
RB: 34217, SB: 436253, TC: 16, AC: 3               
RB: 34217, SB: 436253, TC: 16, AC: 3               
RB: 35024, SB: 436517, TC: 16, AC: 2               
RB: 35024, SB: 436517, TC: 16, AC: 1               
RB: 35024, SB: 436517, TC: 16, AC: 0               
RB: 35024, SB: 436517, TC: 16, AC: 4294967295               
RB: 35024, SB: 436517, TC: 17, AC: 0               
RB: 35024, SB: 436517, TC: 17, AC: 4294967295               
RB: 35024, SB: 436517, TC: 18, AC: 0               
RB: 35024, SB: 436517, TC: 18, AC: 4294967295               
RB: 35024, SB: 436517, TC: 19, AC: 0               
